ds,yhat,yhat_lower,yhat_upper
2024-06-18,19301.875923822437,12282.053920350045,26677.903035153857
2024-06-19,18256.194141419415,10777.078598803857,25516.120688138937
2024-06-20,19281.166550093483,11359.477475384929,26309.59865381357
2024-06-21,19230.011308229296,12209.690236181172,26685.61981192931
2024-06-22,19405.193707190796,11466.29436292329,27039.39171673623
2024-06-23,19525.667258064655,11612.278706246172,27441.25919375902
2024-06-24,18926.17032233131,11500.181103420116,26715.37164354059
2024-06-25,20522.39769498189,12580.413300438871,27979.53106346273
2024-06-26,19564.32941138346,12590.001230876862,27398.057336950562
2024-06-27,20648.584795201983,12577.011608634552,27546.49826317163
2024-06-28,20627.412983715876,12891.37366888913,28131.639002747765
2024-06-29,20803.104518436106,13086.658758710802,28479.531137020607
2024-06-30,20895.231684001363,12883.548547283955,27824.563435759836
2024-07-01,20239.921860177128,12779.724171488791,27327.295552079944
2024-07-02,21754.98400387678,14631.998047380512,29378.329124332628
2024-07-03,20693.171869315254,13112.696902471895,28413.27831257224
2024-07-04,21654.45391102118,14174.303414239037,28827.947610687825
2024-07-05,21494.903568202542,13933.294729945892,28155.58871845186
2024-07-06,21520.997444319113,14083.964591018652,29025.291304005717
2024-07-07,21456.732369767928,13972.991943527324,28854.626777537353
2024-07-08,20642.769201173618,12887.514292682503,28269.353819521126
2024-07-09,22001.42724218589,14283.206143995467,30146.488799855848
2024-07-10,20789.816732566112,12915.704199739212,28519.77791259307
2024-07-11,21611.98314780026,14197.416005398693,29388.064081628825
2024-07-12,21327.680654250442,14482.594234392,29002.665583741502
2024-07-13,21246.565623054703,13930.480515493004,29070.686844578006
2024-07-14,21095.224224522906,13676.257290837559,28277.798481352787
2024-07-15,20216.24454647027,12088.197067745848,27578.406096132992
2024-07-16,21533.15919184053,14138.503131121093,29393.90974982118
2024-07-17,20303.547293201937,12999.334288641483,28014.356220034137
2024-07-18,21131.170553420765,13441.17153319336,28857.37123995086
2024-07-19,20874.760875539625,13265.64595843328,28604.070105927214
2024-07-20,20842.25004717083,13189.94456573367,28387.016821619585
2024-07-21,20757.854419486765,13362.555464760238,28252.54182521382
2024-07-22,19961.223329820146,12609.5431451535,27061.04164247955
2024-07-23,21372.474965113484,13580.90701366334,28807.142660509293
2024-07-24,20245.405846640595,12911.302922782545,28138.36885769934
2024-07-25,21179.74536959285,13611.514849807234,28507.963939290992
2024-07-26,21030.069457771027,13608.727694620693,28757.683694429474
2024-07-27,21100.160070943366,13606.440296254403,28690.79145829977
2024-07-28,21110.219660117153,13561.389683459862,28754.165260899288
2024-07-29,20396.14547035365,12755.194711753958,27874.91178915227
2024-07-30,21874.683645780722,14362.196786664554,28624.182034171034
2024-07-31,20796.745791534864,12988.03891334208,28575.67740401824
2024-08-01,21759.7562197439,14289.325548600404,29080.375788861467
2024-08-02,21616.641147241247,14215.514013000613,29317.27873584425
2024-08-03,21670.244285386616,14196.130305185077,28667.804291868943
2024-08-04,21640.576184161524,14283.971520401024,29197.667229345545
2024-08-05,20864.10111188616,13817.534348609764,28640.12936003827
2024-08-06,22258.880956624715,14331.549100463611,30073.823947129364
2024-08-07,21077.858999715165,13429.401319138304,28564.92638164648
2024-08-08,21921.152644637496,14306.818564116385,29179.21313231721
2024-08-09,21644.96786243425,13928.343801598126,29055.326486121896
2024-08-10,21555.921883243984,14030.297887624576,28857.85007202792
2024-08-11,21378.18412194248,14159.862657482528,28533.499011445205
2024-08-12,20452.642207528712,13324.719082510688,27795.480657890093
2024-08-13,21701.916064653895,14063.449465632057,29308.537464425837
2024-08-14,20383.506635116795,12661.942912584833,27451.67032070294
2024-08-15,21101.952228397648,13961.074473797664,28706.487166989198
2024-08-16,20717.60922358178,13458.73181113438,27952.298397270166
2024-08-17,20540.84755566307,13322.805048839027,28418.999639690086
2024-08-18,20299.074706581858,12639.815165490867,27447.64110692282
2024-08-19,19335.798524509366,11388.443906700468,26887.810691376635
2024-08-20,20575.554894737114,13080.455368584619,27781.058462402914
2024-08-21,19276.98945693796,11328.94824980666,27051.82392500757
2024-08-22,20044.968420366906,12765.122910157123,28066.08699137583
2024-08-23,19739.336656899493,12128.99635127192,26537.690934701048
2024-08-24,19669.114313875634,12208.661410723398,27303.321243460578
2024-08-25,19559.545802731514,12167.398512927723,26996.36554060966
2024-08-26,18751.21094305033,11292.081744838955,26420.748305876656
2024-08-27,20165.02307615928,12781.975389106921,27585.03728354337
2024-08-28,19055.40150056509,10989.1270110864,26314.490283147123
2024-08-29,20022.49085607311,12008.724050152698,27248.19514482694
2024-08-30,19921.042696988818,12182.208881734425,27344.65270602755
2024-08-31,20054.747124014455,12196.924756900042,27883.63458674741
2024-09-01,20143.42462033495,12832.248127013756,28133.67628243302
2024-09-02,19522.283927072585,12206.551905147671,27228.577508910716
2024-09-03,21107.06670483376,13787.948640317574,28820.808133759303
2024-09-04,20147.36225797763,12060.413662417746,27638.360465051974
2024-09-05,21238.9609791871,13882.797455427684,28975.70007351844
2024-09-06,21232.858004146914,13558.790019395808,28727.871597734338
2024-09-07,21429.691519469932,13944.125655500226,28282.6066595634
2024-09-08,21547.022863968847,14421.5683808103,28903.124815135012
2024-09-09,20918.661758798375,13110.931925022813,28601.16551236158
2024-09-10,22459.855489648224,15180.124962408316,29886.711015373257
2024-09-11,21420.62402458009,13720.951547974691,28604.025339912085
2024-09-12,22398.10909889317,15337.474921615307,29495.533248161617
2024-09-13,22245.54881494589,14677.785316592388,29467.68306529095
2024-09-14,22266.66294100007,15092.814700452422,29881.146544658524
2024-09-15,22182.857451773183,14384.976051730326,29870.00163955045
2024-09-16,21332.453671134193,13990.218547806486,28653.463278643732
2024-09-17,22635.76343030691,15122.1429622156,29399.629333367648
2024-09-18,21348.295307663175,13583.011781092478,28320.685449666176
2024-09-19,22072.963470245857,14667.616844562697,29757.254178163534
2024-09-20,21668.914461725228,13627.971134964986,28555.97966803223
2024-09-21,21445.761119873474,14640.513383392938,28876.936208825035
2024-09-22,21130.636255663558,13744.705122739733,28280.644176523274
2024-09-23,20067.275520584815,11808.534461224339,27488.357040056
2024-09-24,21180.954805466274,13619.933020763898,29293.33618857972
2024-09-25,19731.570921942064,11978.593126521138,27169.264780626305
2024-09-26,20325.740425355205,12578.204133349707,28030.657342125596
2024-09-27,19825.53482476329,12473.543965695644,27562.46601048688
2024-09-28,19542.643747392038,11755.735049721217,26985.89554269108
2024-09-29,19205.380493623845,11867.926986404143,26503.26342222811
2024-09-30,18157.74058483688,10509.228695180182,26102.023155187922
2024-10-01,19324.33916565538,11803.161302880137,26031.43408949217
2024-10-02,17963.515861418964,10075.25057177982,25392.969476248218
2024-10-03,18679.48113832167,11423.80430794118,26098.333302782237
2024-10-04,18331.12096605691,10616.423191536322,25543.29398118721
2024-10-05,18226.249313805292,10693.984315417087,26026.605927072666
2024-10-06,18088.720348601884,10424.823273931104,24848.774700600068
2024-10-07,17257.607916020257,9948.313060165587,25094.311061754237
2024-10-08,18652.27477353189,10987.081268556409,26045.533841535438
2024-10-09,17525.6165150177,9696.988466280118,24863.36817681337
2024-10-10,18476.350403719895,11506.961329595948,25838.875559302727
2024-10-11,18357.9620238083,11010.559737897689,25343.73552252305
2024-10-12,18473.09544098437,10922.100226452445,25733.04418004087
2024-10-13,18540.795056708786,11451.578991329357,25938.261542737604
2024-10-14,17895.803308973704,10531.937534532857,25918.343432144815
2024-10-15,19453.733613955304,12211.390664905337,26805.062746552252
2024-10-16,18464.400844658176,11357.395564531278,25291.49904309081
2024-10-17,19524.17742516023,11824.569309577175,27177.280827242383
2024-10-18,19484.98637071495,11883.849989815151,26724.085143369448
2024-10-19,19648.715981674643,12101.108750552854,27315.001753871937
2024-10-20,19734.464012534223,12083.576547870425,26972.633340116037
2024-10-21,19077.815728320038,11435.430660544793,26124.390520225785
2024-10-22,20595.97611149605,13099.61647762279,28286.549650908033
2024-10-23,19541.039961535877,12008.661141691924,26906.056699687473
2024-10-24,20512.26994310504,13346.70154219314,28375.116547933743
2024-10-25,20364.996358934757,12776.677127172848,27820.352002051073
2024-10-26,20404.926195656975,12922.950971583052,27981.217607393795
2024-10-27,20355.272413166276,12972.574757947785,27738.086402218483
2024-10-28,19555.911255416304,12027.373098486436,26910.671379938616
2024-10-29,20928.391328970956,13350.051352330427,28092.43244891715
2024-10-30,19729.081692250526,12717.238184291391,27408.457885252516
2024-10-31,20561.332429112113,12827.511003410422,28256.86949350218
2024-11-01,20284.264721450407,12960.357906920714,27824.7376723926
2024-11-02,20206.980937771208,12586.658944878956,27725.22707997316
2024-11-03,20055.608325952748,12253.717747623841,27237.573820172678
2024-11-04,19172.386283777203,11321.781480801463,26048.551326212695
2024-11-05,20480.62266981338,13386.486891969713,28322.39789914229
2024-11-06,19237.80759166539,11859.605970061706,26365.553082869636
2024-11-07,20047.758789130654,12213.387610519203,27560.282734343953
2024-11-08,19769.415710051962,12633.641034842225,27694.425164078337
2024-11-09,19711.072323056964,12376.452061521308,26679.729195193908
2024-11-10,19597.461248229374,12040.273314447331,27048.372225384108
2024-11-11,18768.89767428114,10995.032790182186,26409.091735893926
2024-11-12,20146.30657296302,12656.414666995097,27523.31892585983
2024-11-13,18984.419311630318,11453.237047621657,26648.778211511057
2024-11-14,19884.011135634966,12822.588715531596,27649.21648154429
2024-11-15,19700.793743609218,11788.204486750943,26180.982138365012
2024-11-16,19739.74998455457,12416.540017359142,27316.936885755535
2024-11-17,19722.32019186421,11961.59282885557,27122.123283225563
2024-11-18,18985.645597896124,11311.989661002459,26437.292023076636
2024-11-19,20447.68944365576,12600.281982317534,27963.994251874483
2024-11-20,19360.519201726565,11659.445132406427,27084.467649838894
2024-11-21,20322.618990142815,12714.372456232672,27552.141354105144
2024-11-22,20187.844362641823,11915.723516102928,27401.178749800405
2024-11-23,20259.804877829025,12624.351076351668,27948.744557933147
2024-11-24,20259.082790234283,11851.608239034767,27785.053121381647
2024-11-25,19522.49261665386,12103.53423442105,27481.391918574067
2024-11-26,20968.20199866188,13115.655915485795,27978.24808716016
2024-11-27,19848.997580103038,12120.415749421805,27759.171644645812
2024-11-28,20764.565756753902,13011.206469227482,27809.989432070364
2024-11-29,20570.401711390157,13507.902312569877,28101.948642565476
2024-11-30,20572.13376971733,12274.493306254266,27812.091658681282
2024-12-01,20492.67340294591,12774.503795850505,28128.504890530865
2024-12-02,19671.39789862536,11902.31219716888,27062.9609851823
2024-12-03,21029.188601153997,13684.831791587358,27961.14030521445
2024-12-04,19821.611055807312,12643.446624873373,27156.301141610238
2024-12-05,20651.10958148663,12846.533618240142,28309.33479581487
2024-12-06,20375.832324585936,13052.517561723444,27276.173255850113
2024-12-07,20303.876359549864,13072.988981877656,28229.91820817337
2024-12-08,20160.365507590235,12566.235476459664,28363.195945707466
2024-12-09,19286.56998669798,11680.165504947683,26093.94006203593
2024-12-10,20604.89257148089,13222.03358524606,27752.55334525882
2024-12-11,19372.009009001424,11833.64384762174,27002.094928561226
2024-12-12,20191.03622468206,12569.87682504297,28083.60380212333
2024-12-13,19920.34495065873,11981.931990751991,27171.755776426544
2024-12-14,19867.806481010884,12006.790902676954,27056.38981406152
2024-12-15,19757.885924444086,11889.165797388203,27234.28955708687
2024-12-16,18930.790342416705,11511.131774113046,26167.882682066043
2024-12-17,20307.495329807698,13221.772711253721,28205.938729395864
2024-12-18,19142.936306395448,11491.812096670797,26378.10607043379
2024-12-19,20038.23627029001,12484.48486101429,27668.33493933695
2024-12-20,19849.58461663705,12710.114679882608,27843.77526108797
2024-12-21,19882.554518301436,12718.393447196095,28086.554194576678
2024-12-22,19859.26892382569,11855.298977643617,27185.85437020499
2024-12-23,19117.62121270959,11718.875064246722,26587.270369730766
2024-12-24,20576.37175857697,13124.643909719907,27367.04370481984
2024-12-25,19488.40447641159,11672.585099821104,27573.20377620958
2024-12-26,20453.0130954612,12688.581135656192,28129.080993037962
2024-12-27,20324.829996312084,12621.515424198373,27637.88952449662
2024-12-28,20408.183642084598,12826.004688678033,27548.86735831405
2024-12-29,20424.293534791806,12787.907443059317,28212.7487406738
2024-12-30,19710.507986849687,12044.056331693346,27621.992091921176
2024-12-31,21185.40560380408,13391.969296103603,28714.891148290884
2025-01-01,20102.044602573053,12100.165142937618,28188.528410013536
2025-01-02,21060.230152563647,13705.598189677654,28588.07819093537
2025-01-03,20915.413403766997,12817.499803930983,28575.662526330252
2025-01-04,20973.00940724645,13605.192085118513,28891.471446431464
2025-01-05,20955.54434329665,13656.847388927163,28195.43169944303
2025-01-06,20201.83909015018,12758.61801262256,27807.788497541467
2025-01-07,21632.051971418616,13953.369982617483,28634.166258523015
2025-01-08,20500.8668838747,13499.544855924854,28066.123901393727
2025-01-09,21409.69913597987,14250.842944120435,28875.965320539766
2025-01-10,21215.534799550725,13779.906918100727,28582.32315529535
2025-01-11,21225.192843062847,13581.935501765045,29077.148329051644
2025-01-12,21162.422381997778,13409.600955750937,28810.79975026898
2025-01-13,20367.043793426044,12777.06964281459,27206.356278050775
2025-01-14,21759.957984950383,14654.258608913997,29277.713120764285
2025-01-15,20596.311162138933,13482.03821544052,28105.47197555849
2025-01-16,21477.68821977295,14085.357674838166,28932.96766644609
2025-01-17,21260.950980807753,13314.783972388244,28551.621087117695
2025-01-18,21252.51058517826,14033.340000928341,29161.53449895215
2025-01-19,21175.446008233353,13596.46799698085,28343.169529965642
2025-01-20,20368.67672162422,12918.404562309237,27673.08456747793
2025-01-21,21752.012698150582,14481.928925597043,29337.48000749664
2025-01-22,20579.367695000714,13252.599562132642,27872.78499145713
2025-01-23,21451.007257081892,14199.02927693705,28667.275210491436
2025-01-24,21222.445759977494,13647.10238586337,28708.421593567935
2025-01-25,21198.779732123603,13538.76125663149,28987.642995242975
2025-01-26,21101.867282040952,13844.194951742804,28646.939162651346
2025-01-27,20269.55946915397,12788.467870976836,27799.066295563756
2025-01-28,21620.80469589527,14496.422895153097,29094.25117020703
2025-01-29,20408.91005355608,13141.187203452877,27839.156644538256
2025-01-30,21233.82924946767,13458.06168676518,28698.43017072318
2025-01-31,20951.089870851876,13993.858274440552,28610.934020807425
2025-02-01,20866.14596393736,12894.555459327397,28736.148535507986
2025-02-02,20701.56484123057,13314.198531476735,28600.64679641401
2025-02-03,19796.253423969807,12281.730115356724,27842.107141587378
2025-02-04,21070.54506935177,13446.311849427311,28666.663299164396
2025-02-05,19779.431099367277,12240.733700536839,27014.143869071395
2025-02-06,20524.807351557287,12883.544756580664,27758.15685069808
2025-02-07,20164.349591360336,12450.76929781714,27590.348049556113
2025-02-08,20005.805210806986,12799.445623213835,27355.171507759133
2025-02-09,19774.111893095887,12379.44163263259,27228.11791098896
2025-02-10,18810.550585524543,10824.559335410684,26550.957413432472
2025-02-11,20037.755973248186,12997.627232100167,27588.224340908917
2025-02-12,18712.871053232993,11270.950525228282,26270.460290914925
2025-02-13,19439.71857754594,11965.42278210413,26837.300223104266
2025-02-14,19077.605644341067,11546.370967447609,26361.2272136045
2025-02-15,18935.551213451425,11543.716074493106,26306.74837742529
2025-02-16,18739.349416425535,11630.902465026076,26336.482385938154
2025-02-17,17830.677961505477,9845.708091280027,24910.14583458913
2025-02-18,19132.076486883525,12198.088153404866,26854.34762196679
2025-02-19,17900.082769824963,10149.361477686978,25371.49130850468
2025-02-20,18737.400470058412,11300.599881956527,26354.959357102285
2025-02-21,18501.715162431352,10881.422003497979,26172.021036957838
2025-02-22,18499.94845829776,10849.26483397767,25875.071837050615
2025-02-23,18455.36264685183,10660.594321806739,25684.293155297935
2025-02-24,17706.72426275671,10147.316375637898,25339.031472922397
2025-02-25,19173.350105528818,11242.930198937283,26605.131409371894
2025-02-26,18108.321889145744,10430.50494986098,25843.469571639598
2025-02-27,19110.74111752172,11355.940286471552,26752.24249072765
2025-02-28,19034.63856168843,11768.52715859474,26170.410706243045
2025-03-01,19183.325530261136,11507.766182422207,26438.95944910027
2025-03-02,19276.596602643913,11473.69214014855,26322.719071821666
2025-03-03,18649.989396727444,10625.261687296426,25855.418399152513
2025-03-04,20219.922072304176,12621.322940509506,27723.13738941923
2025-03-05,19236.992019696678,11693.509048445749,26580.314491804384
2025-03-06,20298.30477756926,12955.892815009891,27591.311443225775
2025-03-07,20256.445259624852,12551.895166977029,27595.80794061787
2025-03-08,20413.87651237862,13527.431283171347,28117.1091554551
2025-03-09,20490.17409315195,12805.05816541449,28434.881032167264
2025-03-10,19821.30050017959,12874.582891658527,27530.421901233214
2025-03-11,21324.739695236607,13375.922953150563,29341.124865931317
2025-03-12,20252.775011955393,12752.680721275632,27833.444945588235
2025-03-13,21204.779851635325,13409.506058078967,28321.15801364601
2025-03-14,21036.134113960798,13789.971602783466,28742.439118035505
2025-03-15,21052.55294218843,13662.434160609775,28557.58286216087
2025-03-16,20977.237684297572,13627.624711095657,28775.463555223105
2025-03-17,20150.055721223063,12961.93892244854,27501.256022605234
2025-03-18,21492.571767841655,14222.445463787242,29479.324726951898
2025-03-19,20261.216779367205,11982.277730204538,27627.25999306979
2025-03-20,21059.46689914262,13008.37205936781,28290.394957983473
2025-03-21,20746.64853679687,13520.935730800064,27873.152271138166
2025-03-22,20632.15931523068,13361.260084869595,27842.307314542813
2025-03-23,20442.517872399272,13276.368181696462,28033.910910876966
2025-03-24,19520.45208854097,12173.206560599076,27392.91186400692
2025-03-25,20789.85101308447,13792.686837661004,28851.606244597
2025-03-26,19508.868962135286,12119.156826099817,26881.020434273407
2025-03-27,20282.056159547003,12938.099534694828,28117.896463522928
2025-03-28,19969.13348772042,12150.938897435512,27273.172946359908
2025-03-29,19879.202057092472,12398.677180246574,27778.239795289643
2025-03-30,19737.801012922304,11291.719296537089,26798.89401656457
